
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Do not extract anything that is not in the text.

        Examples:

        Example 1 
Koppelgebied
en
de
geringe
prioriteitsstelling
voor
de
aansluiting
van
het
achterste
deel
van
de
Krommestraat
op
het
voorste
deel
.

Tenslotte
is
de
doelstelling
om
Trenchtown
te
sluiten
niet
gehaald
.

Voorwaardescheppende
factoren
voor
deelname
van
partijen
aan
een
PPP-project
volgens
Hof
/
Krommestraat
voorbeeld
Uit
de
evaluatie
van
het
PPP-project
Hof
/
Krommestraat
is
gebleken
dat
het
specifieke
van
het
gebied
er
duidelijk
toe
heeft
bijgedragen
dat
hier
een
dergelijke
samenwerking
tussen
overheid
en
bedrijfsleven
kon
plaatsvinden
.

Dit
specifieke
van
het
gebied
bestond
uit
een
combinatie
van
factoren
,
waardoor
de
locatie
ideaal
werd
voor
dit
PPP-project
.

De
mogelijkheid
om
een
dergelijk
project
elders
uit
te
voeren
neemt
toe
,
wanneer
de
volgende
situaties
van
toepassing
zijn
op
het
gebied
:
1
het
winkelgebied
is
uit
beleidsprioriteiten
een
speerpuntgebied
van
de
overheid
;
Dit
impliceert
namelijk
dat
de
gemeente
initiatieven
van
projectontwikkelaars
in
het
gebied
zal
toejuichen
en
er
gemakkelijker
een
samenwerking
tussen
overheid
en
projectontwikkelaar
kan
ontstaan
.
38
2
in
het
winkelgebied
zijn
duidelijk
verbeteringen
mogelijk
.

Een
gemeenschappelijke
,
heldere
visie
van
de
overheid
en
private
partner
over
de
noodzakelijke
verbeteringen
in
een
bepaald
gebied
in
combinatie
met
een
daarop
ingesteld
instrumentarium
,
kan
voor
met
name
de
private
partner
een
motivering
zijn
om
zonder
winstbejag
aan
een
PPP
-
project
mee
te
doen
.
3
in
het
winkelgebied
is
geen
gevaar
voor
'
betterment
'
voor
concurrenten
van
projectpartici
-
panten
.

Een
gebied
dat
voor
een
groot
deel
in
handen
is
van
een
belegger
of
projectontwikkelaar
die
niet
wenst
deel
te
nemen
aan
het
project
ter
verbetering
van
'
zijn
eigen
gebied
'
,
zal
ook
gemeden
worden
door
andere
projectontwikkelaars
en
beleggers
.

Want
wie
de
lusten
krijgt
,
moet
ook
delen
in
de
lasten
.

Dit
geldt
natuurlijk
des
te
sterker
als
er
sprake
is
van
een
sterke
concurrentie
tussen
bepaalde
projectontwikkelaars
/
beleggers
in
een
regio
.

Tenslotte
kan
gesteld
worden
dat
een
project
een
grotere
kans
heeft
om
een
succes
te
worden
wanneer
de
partners
'
bekenden
'
van
elkaar
zijn
.

Hierdoor
kunnen
zij
elkaar
vanuit
vertrouwen
eerder
op
verantwoordelijkheden
aanspreken
en
zullen
de
partijen
voor
hun
'
good-will
'
goed
werk
willen
verrichten
.

ONTWIKKELINGSALTERNATIEVEN
LANGESTRAAT-NOORD
Haalbaarheid
PPP-project
Een
PPP-project
in
de
Langestraat-noord
zoals
het
PPP-project
Hof
/
Krommestraat
is
niet
mogelijk
.

De
meerwaarden
die
gerealiseerd
kunnen
worden
bij
herontwikkeling
van
panden
in
de
Lange
-
straat-noord
zijn
op
dit
moment
te
klein
om
een
succesvolle
abc-formule
toe
te
kunnen
passen
.

Verder
wordt
de
Langestraat-noord
niet
als
probleemgebied
beschouwd
waardoor
het
bedrijfsle
-
ven
niet
zozeer
het
belang
ziet
van
een
herstructurering
van
dit
gebied
.

Tenslotte
zorgt
de
situatie
van
zeer
versnipperde
eigendomsverhoudingen
en
de
aanwezigheid
van
vrijwel
alleen
grootwinkelbedrijven
voor
een
matige
betrokkenheid
bij
het
gebied
van
ondernemers
en
eigenaren
.

Dit
betekent
dat
het
moeilijk
is
om
door
het
zelf
investeren
van
de
projectgroep
in
het
gebied
investeringen
door
de
ondernemers
/
eigenaren
uit
het
gebied
uit
te
lokken
.

Belangrijkste
voorwaarden
voor
succesvol
detailhandelbeleid
door
de
gemeente
in
de
Lange
-
straat-noord
Juist
omdat
er
zoveel
mogelijkheden
zijn
om
richting
te
geven
aan
detailhandelbeleid
in
de
Langestraat
is
het
heel
belangrijk
om
te
weten
welke
richting
er
niet
ingegaan
moet
worden
.

Het
aankopen
van
panden
door
de
gemeente
in
dit
gebied
is
één
van
de
twee
beleidsacties
die
afgewezen
dient
te
worden
.

Vooral
in
deze
tijd
waarin
de
overheid
geen
goedgevulde
portemon
-
naie
heeft
,
is
zo'n
beleidsactie
te
risicovol
.

De
tweede
beleidsrichting
die
niet
leidt
tot
een
succesvol
detailhandelbeleid
is
het
passief
toezien
van
de
gemeente
bij
een
'
downgradings'proces
van
het
gebied
.

Het
spreekt
vanzelf
dat
dit
vanuit
de
maatschappelijke
verantwoordelijkheid
die
de
overheid
heeft
niet
acceptabel
is
.

Bovendien
kan
het
uitstralingseffect
van
de
'
downgrading
'
voor
problemen
zorgen
voor
de
rest
van
de
Langestraat
.

Verder
zijn
er
nog
twee
randvoorwaarden
voor
het
op
peil
houden
van
de
bewinkeling
in
het
gebied
.

Beiden
zijn
essentieel
voor
elke
beleidsrichting
die
de
gemeente
kiest
.

Dit
is
het
behoud
van
C
&
A
en
het
behoud
van
de
huidige
aanvoer
van
consumenten
via
de
bronpunten
.

Belangrij
-
ke
beleidsacties
voor
het
behoud
van
de
huidige
aanvoer
zijn
de
versterking
van
de
parkeermo
-
gelijkheden
en
de
verbetering
van
de
voorlichting
over
de
parkeermogelijkheden
39
5.2
Aanbevelingen
Optimalisatie
van
een
PPP-project
detailhandel
volgens
Hof
/
Krommestraat-voorbeeld
De
herstructurering
in
het
openbaar
gebied
dient
duidelijk
te
worden
meegenomen
in
de
doelstellingenset
van
het
project
.

Dit
betekent
dat
onderdelen
van
de
herstructurering
van
het
openbaar
gebied
die
grote
betekenis
hebben
voor
het
te
realiseren
einddoel
ook
de
hoogste
prioriteitsstelling
moet
worden
gegeven
en
dat
het
herstructureringsplan
voor
het
openbaar
gebied
samen
met
de
private
partner
moet
worden
bepaald
.

Verder
kan
het
opstellen
van
een
structuurnota
voor
het
gebied
nuttig
zijn
.

Hierin
kunnen
duide
-
lijk
de
gebiedsafbakening
en
de
gewenste
veranderingen
in
dit
gebied
(
toename
bewinkeling
)
worden
uitgebeeld
,
waardoor
de
projectgroep
de
resultaten
tijdens
het
proces
kan
terugkop
-
pelen
.

Door
deze
werkwijze
wordt
een
statische
benadering
tegengegaan
en
kunnen
nieuwe
prioriteiten
gesteld
worden
,
wanneer
blijkt
dat
bepaalde
ontwikkelingen
een
negatieve
invloed
hebben
op
de
gewenste
veranderingen
in
het
gebied
.

In
het
gebied
Hof
/
Krommestraat
is
de
negatieve
invloed
van
het
verkeersbeleid
tijdens
het
project
niet
onderkend
.

Door
oplossingen
te
vinden
voor
dit
probleem
(
in
de
randvoorwaar
-
delijke
sfeer
)
tijdens
het
project
en
het
probleem
daardoor
object
van
het
project
te
maken
kan
de
effectiviteit
van
het
project
verhoogd
worden
.

Tenslotte
kan
een
grotere
betrokkenheid
van
de
ondernemers
uit
het
gebied
bij
het
PPP-project
goed
zijn
.

Enerzijds
zouden
de
ondernemers
een
financiële
bijdrage
kunnen
leveren
aan
de
door
hen
gewenste
maatregelen
.

Anderzijds
zouden
de
ondernemers
sterk
gestimuleerd
dienen
te
worden
om
alternatieven
te
bedenken
voor
maatregelen
in
het
gebied
die
zij
als
niet-wenselijk
beschouwen
.

I
^
angestraat-noord
)
e
belangrijkste
aanbeveling
voor
het
gebied
Langestraat-noord
is
dat
ervoor
gezorgd
wordt
dat
net
gebied
een
duidelijk
afgebakend
en
identificeerbaar
deelmilieu
wordt
.

Hetgeen
de
inhoud
van
dit
deelmilieu
dient
te
zijn
voor
wat
betreft
branchering
en
segmentering
,
is
moeilijk
aan
te
geven
.

Wel
is
duidelijk
dat
de
creatie
van
een
discountgebied
de
meeste
mogelijkheden
biedt
.

Of
er
andere
invullingen
aan
dit
deelmilieu
kunnen
worden
gegeven
,
hangt
sterk
af
van
de
vraag
of
particuliere
investeerders
hier
mogelijkheden
voor
projectontwikkeling
zien
.

De
volgende
twee
ontwikkelingsalternatieven
geven
weer
hoe
een
duidelijke
richting
aan
beleid
in
dit
gebied
kan
worden
gegeven
.

Hierbij
dient
vermeld
te
worden
dat
alternatief
1
alleen
dan
wenselijk
is
,
wanneer
er
een
grootschalige
project
gerealiseerd
kan
worden
.

Wanneer
dit
niet
het
geval
is
,
wordt
er
namelijk
niet
voldoende
tegenkracht
geboden
aan
het
bestaande
zwaartepunt
in
het
zuidwestelijk
deel
van
het
kernwinkelapparaat
en
mislukt
deze
beleidsoptie
.

Gesteld
kan
daarom
worden
dat
het
tot
stand
brengen
van
alternatief
2
een
grotere
kans
van
slagen
heeft
,
maar
dat
onderzoek
naar
de
mogelijkheden
van
alternatief
1
wel
eerst
plaats
dienen
te
vinden
.

Ontwikkelingsaltematief
1
:
Langestraat-noord
als
tweede
zwaartepunt
van
kernwinkelapparaat
,
door
middel
van
de
creatie
van
een
halter
nabij
de
Kamperbinnenpoort
Allereerst
dient
de
mogelijkheid
om
van
dit
gebied
een
'
tweede
halter
*
te
maken
onderzocht
te
worden
(
bijvoorbeeld
door
het
uitschrijven
van
een
prijsvraag
voor
projectontwikkelaars
)
.

Randvoorwaarden
voor
de
creatie
van
de
haltervorming
is
dat
de
lineaire
structuur
van
de
Langestraat-noord
wordt
veranderd
in
een
structuur
die
mogelijkheden
geeft
voor
(
kleinschalige
)
circuitvorming
en
/
of
overdekt
winkelen
.

Wanneer
deze
optie
overwogen
wordt
,
dient
de
gemeente
de
mogelijke
projectontwikkelaars
een
aantal
garanties
te
geven
over
verbeteringen
in
randvoorwaardelijke
sfeer
die
zij
zal
doorvoeren
,
dit
is
voor
de
gemeente
mijns
inziens
de
enige
wijze
waarop
enige
interesse
voor
investeringen
bij
projectontwikkelaars
kan
worden
opgewekt
.
40
Gedacht
dient
te
worden
aan
:
verbetering
van
de
bestrating
van
de
Langestraat
,
zorg
dragen
voor
goede
parkeermogelijkheden
en
duidelijkheid
in
het
aangeven
hiervan
,
centrale
fietsenstal
-
ling
nabij
Kamperbinnenpoort
,
integratie
van
de
horeca
Groenmarkt
/
Appelmarkt
met
de
detailhandel
van
de
Langestraat
,
het
instellen
van
de
Wet
Voorkeursrecht
Gemeenten
op
veel
panden
.

Op
deze
manier
zou
er
een
PPP-project
kunnen
ontstaan
,
echter
totaal
verschillend
van
het
project
Hof
/
Krommestraat
.

Vooral
de
noodzakelijke
grootschaligheid
van
dit
project
betekent
dat
er
bindende
afspraken
gemaakt
dienen
te
worden
.

De
concrete
beleidsacties
die
ondernomen
moeten
worden
,
alvorens
deze
optie
tot
uitvoering
kan
worden
gebracht
:
*
onderzoek
laten
doen
naar
het
creëren
van
circuitvorming
nabij
de
Kamperbinnenpoort
;
*
formuleren
van
overheidsingrepen
die
gedaan
zullen
worden
in
ruil
voor
het
uitvoeren
van
een
winkelproject
door
projectontwikkelaar
.

De
centrale
problematiek
bij
deze
beleidsoptie
is
het
overwinnen
van
de
beperkte
mogelijkheden
van
de
stedebouwkundige
structuur
in
het
gebied
om
circuitvorming
te
creëren
.

Ontwikkelingsalternatief
2
:
Langestraat-noord
als
'
hoogwaardig
discountgebied
'
door
middel
van
de
creatie
van
twee
duidelijk
te
scheiden
deelmilieus
Wanneer
blijkt
dat
de
haalbaarheid
van
ontwikkelingsalternatief
1
in
dit
gebied
niet
mogelijk
is
,
dient
het
gemeentelijk
beleid
gericht
te
zijn
op
de
creatie
van
een
'
hoogwaardig
discountgebied
Langestraat-noord
'
.

Hoogwaardig
in
de
zin
van
:
sterk
kunnen
concurreren
met
andere
locaties
(
o.a
.

GDV-locaties
)
.

Om
dit
te
kunnen
bewerkstelligen
dient
het
gebied
toegankelijk
te
worden
voor
autoverkeer
van
personen
die
hier
een
grote
aankoop
doen
.

Ook
dient
er
een
brancherings
-
voorkeur
(
bijvoorbeeld
electrotechnische
artikelen
)
uitgesproken
te
worden
voor
dit
deelmilieu
.

Voordeel
van
het
creëren
van
dergelijk
deelmilieu
is
dat
het
sturen
van
deze
ontwikkeling
niet
zo
moeizaam
hoeft
te
verlopen
daar
het
'
natuurlijke
selectieproces
'
op
dit
moment
al
min
of
meer
deze
richting
ingaat
.

In
de
randvoorwaardelijke
sfeer
zijn
de
mogelijkheden
echter
nog
niet
optimaal
om
van
dit
discountgebied
er
één
te
maken
van
grote
regionale
betekenis
.

Dit
discount-deelmilieu
dient
nadrukkelijk
te
worden
afgebakend
(
bijvoorbeeld
door
een
grote
fietsenstalling
en
verandering
in
bestrating
)
van
het
volgende
deelgebied
lopend
van
Lange
-
gracht
tot
Joriskerk
(
zie
bijlage
II
)
.

Laatstgenoemde
deelgebied
heeft
sterk
de
mogelijkheden
om
zich
als
deelmilieu
van
het
duurdere
segment
te
kunnen
profileren
en
hierdoor
de
creatie
van
een
haltervormig
(
verkort
)
kernwinkelapparaat
vorm
te
geven
.

Vanuit
de
vormgeving
van
het
huidige
kernwinkelapparaat
is
dit
ook
het
meest
logisch
(
circuitvorming
via
de
stegenroute
eindigt
bij
de
Joriskerk
)
Het
PPP-project
Hof
/
Krommestraat
heeft
een
goede
bijdrage
geleverd
aan
de
basisvor
-
ming
van
dit
deelmilieu
.

De
sterke
punten
die
dit
deelmilieu
moet
gebruiken
voor
de
identiteit
en
promotie
zullen
moeten
zijn
de
historiciteit
,
de
horeca
en
het
aanbod
van
zelfstandige
onderne
-
mingen
in
het
hoogwaardige
segment
.

Voor
een
dergelijk
beleid
moet
in
ieder
geval
steun
gezocht
worden
bij
de
Werkgroep
Detailhandel
.

In
ieder
geval
zullen
maatregelen
genomen
moeten
worden
door
de
Werkgroep
Detailhandel
waardoor
verplaatsing
van
exclusieve
zaken
uit
de
Langestraat-midden
en
Krommestraat
naar
de
Westelijke
Schil
wordt
belemmerd
en
exclu
-
sieve
zaken
uit
de
Langestraat-noord
prioriteit
krijgen
om
zich
in
de
Langestraat-midden
en
Krommestraat
te
vestigen
.

Duidelijk
moet
zijn
dat
stabilisatie
van
de
bewinkeling
voor
deze
optie
niet
gehaald
hoeft
te
worden
.

De
doelgroepen
voor
dit
deelmilieu
zouden
kunnen
bestaan
uit
toeristen
(
het
gebied
kan
gemakkelijk
op
de
toeristische
route
van
de
VVV
worden
aangesloten
)
,
winkelend
publiek
uit
de
regio
dat
zich
richt
op
produkten
uit
het
duurdere
segment
.

De
creatie
van
een
dergelijk
deelmilieu
biedt
de
mogelijkheid
voor
Amersfoort
om
de
regionale
trekkracht
te
versterken
.

De
concrete
beleidspunten
voor
ontwikkelingsalternatief
2
zijn
:
beperkte
auto-doorgang
in
de
Langestraat-noord
;
creatie
fietsenstalling
in
de
Langestraat
ter
hoogte
van
de
Joriskerk
;
creatie
wandelpromenade
in
de
Langestraat-midden
;
brancheringstrategie
bepalen
met
medewerking
van
Werkgroep
Detailhandel
voor
zowel
*
deelmilieu
Langestraat-noord
als
Langestraat-midden
;
sterke
profilering
van
beide
gebied
als
deelmilieu
;
duidelijker
integratie
van
het
horeca-gebied
met
het
winkelgebied
Langestraat-midden
;
41
LITERATUURLIJST
BEEK-ACKER
,
M
.

VAN
&
P.J.J
.

VAN
DE
ZANT
(
1987
)
,
Evaluatie
.

In
:
Handboek
Beleidsontwik
-
keling
.

Den
Haag
:
Ministerie
van
Onderwijs
en
Wetenschappen
.

BOER
,
G
.

DE
&
P.J.J
.

VAN
DE
ZANT
(
1987
)
,
Toekomstonderzoek
.

In
:
Handboek
Beleidsont
-
wikkeling
.

Den
Haag
:
Ministerie
van
Onderwijs
en
Wetenschappen
.

BRO
ADVISEURS
(
1992
)
,
Amersfoort
,
Ruimtelijk-economische
visie
Arnhemseweg
/
Julianaplein
e.o
.

Vught
:
Bureau
voor
Ruimtelijke
Ordening
van
Heesewijk
B.V
.

CIMK
(
1987
)
,
Amersfoort
fase
1
:
Het
stadscentrum
en
de
relatie
met
de
overige
bewinkeling
.

Diemen
:
Coördinerend
Instituut
Midden
-
en
Kleinbedrijf
.

GEMEENTE
AMERSFOORT
(
1991
)
,
Nota
detailhandel
.

Amersfoort
:
Gemeente
Amersfoort
.

GEMEENTE
AMERSFOORT
(
1987
)
,
Her-ontwikkeling
gebied
Hof
/
Krommestraat
.

Amersfoort
:
Gemeente
Amersfoort
.

HEIJDENRIJK
,
R
.
(
1989
)
,
Stageverslag
Amersfoort
.

Amersfoort
:
Gemeente
Amersfoort
.

HOOGERWERF
,
A
.
(
1984
)
,
Het
ontwerpen
van
overheidsbeleid
:
een
handleiding
met
toelichting
.

Uit
:
Bestuurswetenschappen
,
1984
,
nr
.
1
.

Den
Haag
:
VNG
.

HOVING
,
R
.
&
M
.

REINARTZ
(
1992
)
,
Consumentenonderzoek
Tilburg
.

Utrecht
:
Faculteit
der
Guimtelijke
Wetenschappen
,
Vakgroep
Toegepaste
Geografie
en
Planologie
,
Rijksuniversiteit
trecht
.

JANSEN
,
N.A.A
.
(
1991
)
,
Vastgoedbeleggingsmarkt
in
Nederland
(
'
87
-
'
90
)
.

Gegevens
en
rendementsbeïnvloedende
factoren
.

Den
Haag
:
Zadelhoff
Makelaars
.

KRUYT
,
B
.
,
B
.

NEEDHAM
&
T
.

SPIT
(
1990
)
,
Economische
grondslagen
voor
grondbeleid
.

Amsterdam
:
SVB
.

LEUR
,
B.J
.

VAN
(
1992
)
,
Een
evaluatie
van
de
bewinkeling
in
groeikernen
.

Amsterdam
:
Planologische
en
Demografisch
Instituut
Universiteit
van
Amsterdam
.

SENTEL
,
J.J
.
(
1992
)
,
De
betekenis
van
deelmilieus
in
het
kemwinkelapparaat
voor
de
binnen
-
stadbezoeker
.

Amsterdam
:
Universiteit
van
Amsterdam
.

TERPSTRA
,
P.R.A
.
(
1993
)
,
Vastgoed
en
grond
.

Organisatie
en
beleid
.

Bussum
:
Coutinho
.

WERKGROEP
PROGRAMMERING
DETAILHANDEL
BINNENSTAD
AMERSFOORT
(
1992
)
,
Amers
-
foort
:
naar
een
"
ideale
winkelstad
"
.

Amersfoort
:
Gemeente
Amersfoort
.

SAMENVATTING
Hot
PPP-project
detailhandel
Hof
/
Krommestraat
als
voorbeeld
functie
Martin
Slabbèrtje
Utrecht
1994
:
Faculteit
Ruimtelijke
Wetenschappen
(
Verslagen
van
Leeronderzoek
G
&
P
)
Doelstelling
en
onderzoeksvragen
In
dit
onderzoek
staat
de
evaluatie
van
een
afgerond
PPP-project
en
de
mogelijkheden
van
een
dergelijk
project
in
een
ander
gebied
centraal
.

Het
doel
van
het
onderzoek
is
te
achterhalen
:
in
welke
opzichten
het
project
Hof
/
Krommestraat
voor
de
belanghebbende
partijen
een
meerwaarde
heeft
betekend
en
in
welke
opzichten
niet
;
welke
de
succes
-
en
faalfactoren
zijn
van
een
dergelijk
project
.

Het
onderzoek
zou
moeten
leiden
tot
:
aanbevelingen
over
een
eventueel
te
starten
PPP-project
in
de
Langestraat
.

Om
deze
doelstelling
te
bereiken
,
werd
onderzoek
gedaan
naar
de
volgende
zaken
:
•
de
meerwaarde
van
het
PPP-project
Hof
/
Krommestraat
voor
de
detailhandel
-
/
horetl
ondernemers
uit
het
gebied
,
de
private
partners
en
de
publieke
partner
;
*
de
factoren
die
bepalend
zijn
geweest
voor
de
totstandkoming
van
dit
PPP-project
;
•
de
mogelijkheden
die
er
zijn
voor
een
dergelijk
PPP-project
in
de
Langestraat
;
De
resultaten
die
het
laatstgenoemde
deel
van
het
onderzoek
opleverde
,
betekende
dat
er
een
extra
dimensie
werd
toegevoegd
aan
de
onderzoeksdoelstelling
.

Er
werd
namelijk
verder
onderzocht
naar
:
•
alternatieve
mogelijkheden
voor
kwaliteitsverbetering
van
de
Langestraat-noord
als
winkelgebied
.

Het
onderzoek
bestaat
dus
enerzijds
uit
een
evaluatie
van
het
PPP-project
Hof
/
Krommestraat
en
anderzijds
uit
een
toekomstonderzoek
van
de
Langestraat-noord
.

Werkwijze
Interviews
zijn
gehouden
voor
het
verkrijgen
van
informatie
op
de
verschillende
onderzoeksvra
-
gen
.

De
personen
waarmee
gesprekken
werden
gevoerd
zijn
in
drie
groepen
te
verdelen
:
1
.
de
detailhandel
-
en
horeca-ondernemers
uit
het
gebied
Hof
/
Krommestraat
;
2
.
de
PPP-participanten
van
het
project
Hof
/
Krommestraat
;
3
.
externe
deskundigen
.

Eerstgenoemde
groep
was
zeer
belangrijk
voor
de
evaluatie
van
het
PPP-project
.

Informatie
van
hem
over
de
veranderingen
in
het
gebied
en
een
mening
hierover
gaf
voor
een
groot
deel
de
effectiviteit
en
reikwijdte
van
het
project
weer
.

De
tweede
groep
kon
inzicht
geven
over
de
ingezette
middelen
en
doelen
van
het
project
.

Tevens
konden
zij
(
vooral
de
private
partner
)
aangeven
in
hoeverre
zij
de
haalbaarheid
van
een
dergelijk
project
in
de
Langestraat
reëel
achten
.

De
derde
groep
werd
pas
aan
het
eind
van
het
onderzoek
van
belang
.

Toen
bleek
dat
de
haalbaarheid
van
een
PPP-project
in
de
Langestraat
zeer
klein
was
,
konden
zij
namelijk
aangeven
welke
alternatieve
ontwikkelingsmogelijkheden
de
Langestraat-noord
heeft
als
winkelgebied
.

Verder
was
de
observatie
van
het
kernwinkelapparaat
Amersfoort
en
de
bestudering
van
■
teratuur
hierover
van
groot
belang
.

Vooral
om
hiermee
een
duidelijke
beschrijving
te
kunnen
Saven
van
gewenste
en
mogelijke
ontwikkelingen
in
de
Langestraat-noord
en
deze
te
kunnen
aten
toetsen
door
externe
deskundigen
.

Belangrijkste
conclusies
en
aanbevelingen
Het
project
is
een
succesvolle
formule
gebleken
om
in
een
klein
winkelgebied
op
B-locatie
in
de
binnenstad
een
imagoverbetering
en
toename
van
de
bewinkeling
te
kunnen
genereren
De
imagoverbetering
en
de
toename
van
de
bewinkeling
werd
beschouwd
als
belangrijkste
doelstellingen
van
het
project
en
de
belangrijkste
bijdrage
voor
de
realisering
hiervan
heeft
de
Wet
Voorkeursrecht
Gemeenten
geleverd
.

Het
blijkt
dat
de
grootste
kwalitatieve
en
kwanti
-
tatieve
veranderingen
in
het
winkelaanbod
zich
hebben
voorgedaan
in
het
gebied
waar
de
wet
van
toepassing
was
.

Verder
bleek
uit
de
gespreksvoering
met
de
Hof
/
Krommestraat
ondernemers
namelijk
dat
vooral
de
ondernemers
gevestigd
in
en
nabij
dit
gebied
(
het
middendeel
van
de
Krommestraat
)
,
een
imagoverbetering
en
toename
van
bewinkeling
in
hun
gebied
ervaarden
.

De
centrale
rol
die
de
Wet
Voorkeursrecht
Gemeenten
heeft
vervuld
voor
het
realiseren
van
de
doelstellingen
van
het
PPP-project
geeft
aan
dat
de
rol
van
de
gemeente
zeer
belangrijk
is
geweest
voor
het
succes
van
het
project
.

Natuurlijk
is
het
zo
dat
het
project
niet
alle
beoogde
veranderingen
in
het
gebied
heeft
kunnen
bewerkstelligen
.

Als
belangrijkste
tegenvallers
kunnen
genoemd
worden
de
beperkte
mate
waarin
de
herontwikkeling
van
panden
door
de
projectgroep
heeft
geleid
tot
de
face-lift
van
panden
door
ondernemers
en
eigenaren
in
het
projectgebied
en
de
beperkte
grootte
van
het
gebied
waar
zich
een
toename
van
bewinkeling
heeft
voorgedaan
.
1
Een
PPP-project
zoals
uitgevoerd
in
het
gebied
Hof
/
Krommestraat
is
niet
mogelijk
in
de
Lange
-
straat
'
Het
belangrijkste
aspect
wat
een
dergelijk
PPP-project
in
de
Langestraat
in
de
weg
staat
is
de
/
geringe
meerwaarde
die
verkregen
kan
worden
uit
herontwikkeling
van
panden
.

Het
gebied
is
daarom
niet
aantrekkelijk
voor
de
investeringen
van
een
projectontwikkelaar
.

Ook
zorgen
de
‘
geringe
aanwezigheid
van
zelfstandige
ondernemers
en
de
zeer
versnipperde
eigendoms
-
verhoudingen
voor
een
matige
betrokkenheid
bij
het
gebied
van
ondernemers
en
eigenaren
.

Dit
is
ongunstig
om
,
door
voorwaardescheppend
beleid
,
investeringen
bij
de
ondernemers
en
eigenaren
in
het
gebied
te
kunnen
uitlokken
.

De
twee
ontwikkelingsalternatieven
die
de
Langestraat-noord
heeft
zijn
:
1
de
ontwikkeling
van
het
gebied
als
tweede
zwaartepunt
van
het
kernwinkelapparaat
,
waardoor
een
haltervormig
kernwinkelapparaat
ontstaat
en
2
de
ontwikkeling
van
het
gebied
als
deelmilieu
van
'
hoogwaardige
'
discountzaken
in
een
bepaalde
branche
(
duidelijk
gescheiden
van
een
ander
te
ontwikkelen
deelmilieu
)
waarbij
dit
gebied
niet
meer
deel
uitmaakt
van
het
kernwinkelapparaat
.

Ontwikkelingsaltematief
1
is
moeilijk
te
realiseren
daar
dit
alternatief
betekent
dat
er
een
grootschalige
winkelproject
dient
plaats
te
vinden
in
het
gebied
rond
de
Kamperbinnenpoort
.

Dit
is
zeer
moeilijk
in
de
huidige
stedebouwkundige
structuur
van
het
gebied
.

Bovendien
zal
het
moeilijk
zijn
om
projectontwikkelaars
te
vinden
die
op
deze
locatie
willen
investeren
.

Een
eerste
voorwaarde
hierbij
is
dat
de
gemeente
hier
een
sterk
voorwaardescheppend
beleid
dient
te
voeren
.

Belangrijk
argument
om
dit
alternatief
toch
te
onderzoeken
op
