
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Only extract entities that are in the text. Follow the annotation rules.
        
        Annotation rules:
parkeervoorzieningen
1
2
i.v.m
.
gezellig
winkelen
2
4
i.v.m
.
gewoonte
3
2
i.v.m
.
kwalitatief
of
voorkeur
spe
-
ciale
winkel
4
2
i.v.m
.
overige
redenen
3
2
geen
tweede
reden
opgegeven
—
56
100
ÏÖÖ
bron
:
huishoudensenquête
De
grootste
groep
huishoudens
(
41%
)
geeft
"
lagere
prijzen
"
als
be
-
langrijkste
reden
op
.

Een
vijfde
geeft
aan
dat
werken
in
een
andere
gemeente
in
eerste
instantie
de
aanleiding
vormt
om
ook
daar
dage
-
lijks
benodigde
goederen
te
kopen
;
en
13%
geeft
als
le
reden
de
gro
-
tere
keuzemogelijkheden
op
.

Uit
deze
gegevens
valt
af
te
leiden
dat
het
lagere
prijsniveau
elders
één
van
de
belangrijkste
motieven
vormt
om
in
een
andere
gemeente
te
kopen
.

Dit
is
geheel
in
overeenstemming
met
de
eerder
geconstateerde
nega
-
tieve
beoordeling
van
de
eigen
winkelvoorzieningen
op
dit
punt
.

Het
is
dus
juist
de
conclusie
te
trekken
dat
een
meer
of
minder
positie
-
ve
beoordeling
van
invloed
is
op
de
mate
van
gerichtheid
op
de
eigen
winkelvoorzieningen
.

Tabel
4.1
geeft
ook
redenen
aan
die
niet
in
een
beoordeling
tot
uit
-
drukking
komen
.

Het
belangrijkste
voorbeeld
hiervan
is
de
werksi
-
tuatie
,
die
aanleiding
vormt
om
elders
dagelijks
benodigde
goederen
te
kopen
.

Het
sluit
aan
op
hetgeen
hierover
gezegd
is
in
het
vorige
hoofdstuk
.

Het
is
in
dit
opzicht
opvallend
dat
niet
vaker
redenen
genoemd
zijn
,
die
verband
houden
met
de
specifieke
context
van
de
meeste
huishoudens
.

In
het
vorige
hoofdstuk
is
immers
aangetoond
dat
verschillende
hier
-
mee
verband
houdende
factoren
de
koopgerichtheid
op
andere
gemeenten
vergroten
.

De
oorzaak
hiervoor
moet
gezocht
worden
in
het
feit
dat
huishoudens
concrete
redenen
opgeven
voor
hun
gedrag
(
i.c
.
koopge
-
richtheid
)
,
terwijl
zij
zich
er
niet
direct
van
bewust
zijn
dat
hun
achtergrondsituatie
daarin
ook
een
belangrijke
rol
speelt
.

Ook
in
de
beoordeling
van
winkelcentra
treedt
de
specifieke
context
naar
voren
.

Wanneer
de
beoordeling
van
het
dichtstbijzijnde
centrum
naar
vestigingsjaar
wordt
bezien
,
ontstaat
het
volgende
beeld
.

NB
:
H
/
A
.34
-
35
-
Figuur
4.4
:
totale
,
gemiddelde
beoordeling
van
het
dichtstbijzijnde
centrum
naar
vestigingsjaar
bron
:
huishoudensenquête
Hieruit
blijkt
dat
recent
gevestigde
huishoudens
minder
positief
over
de
winkelvoorzieningen
in
Nieuwegein
denken
dan
de
langer
in
Nieuwegein
gevestigden
en
de
autochtonen
.

Dit
hangt
samen
met
het
feit
dat
deze
huishoudens
-
gezien
hun
herkomst
-
in
hun
vorig
woon
-
milieu
een
aantrekkelijker
aanbod
van
voorzieningen
gewend
waren
.

Dit
gegeven
en
de
relatieve
onbekendheid
en
onwennigheid
met
de
win
-
kelsituatie
in
het
nieuwe
woonmilieu
leiden
tot
een
minder
positieve
beoordeling
.

Dit
geeft
-
in
combinatie
met
andere
factoren
-
weer
aanleiding
tot
een
gedeeltelijke
handhaving
van
het
oude
kooppatroon
of
het
zoeken
van
aantrekkelijke
alternatieven
in
de
onmiddellijke
nabijheid
van
de
nieuwe
woonomgeving
.

Uit
het
voorgaande
valt
op
te
maken
dat
ook
de
beoordeling
van
win
-
kelvoorzieningen
in
Nieuwegein
van
invloed
is
op
de
koopgerichtheid
.

Recent
gevestigde
huishoudens
hebben
een
minder
positief
beeld
van
deze
voorzieningen
en
zijn
meer
geneigd
om
dagelijks
benodigde
arti
-
kelen
in
een
andere
gemeente
(
met
name
Utrecht
)
te
kopen
.

Zelf
geven
zij
als
reden
hiervoor
op
de
lagere
prijzen
,
het
feit
dat
zij
in
die
gemeente
werken
en
de
grotere
keuzemogelijkheden
.

Daarbij
spelen
echter
meer
factoren
een
rol
,
zoals
in
het
vorige
hoofdstuk
is
aan
-
getoond
,
die
voornamelijk
verband
houden
met
de
specifieke
context
van
deze
groep
huishoudens
.
4.3
,
De
beoordeling
van
winkelvoorzieningen
voor
duurzame
goederen
en
de
invloed
op
de
koopgerichtheid
Niet
alle
huishoudens
hebben
een
beoordeling
gegeven
van
de
winkel
-
voorzieningen
voor
duurzame
goederen
in
Nieuwegein
.

Alleen
de
groe
-
pen
huishoudens
die
zich
in
le
of
in
2e
instantie
op
Nieuwegein
richten
,
hebben
hun
oordeel
gegeven
.

Van
de
groep
huishoudens
die
zich
niet
op
Nieuwegein
richt
en
de
gemeente
dus
niet
zozeer
be
-
schouwt
als
een
koopcentrum
voor
duurzame
goederen
mag
niet
worden
verwacht
dat
zij
een
beoordeling
geven
.

Aan
hen
is
wel
gevraagd
waarom
zij
niet
in
Nieuwegein
kopen
.

Tussen
de
huishoudens
,
die
zich
in
eerste
instantie
op
Nieuwegein
richten
,
en
de
huishoudens
die
NB
:
H
/
A
.35
-
36
-
zich
in
tweede
instantie
op
Nieuwegein
richten
,
doen
zich
opmerke
-
lijke
verschillen
in
beoordeling
voor
.

De
volgende
figuur
laat
dit
zien
.

Figuur
4.5
:
beoordeling
van
winkelvoorzieningen
door
huishoudens
die
zich
in
eerste
en
tweede
instantie
op
Nieuwegein
richten
voor
de
aankoop
van
duurzame
artikelen
bron
:
huishoudensenquête
beoordeling
huishoudens
die
Nieuwegein
richten
(
n
=
62
)
zich
in
eerste
instantie
op
beoordeling
huishoudens
die
zich
in
tweede
Nieuwegein
richten
(
n
=
169
)
instantie
op
De
beoordeling
van
huishoudens
die
zich
in
tweede
instantie
op
Nieuwegein
richten
,
valt
bijna
op
alle
punten
minder
positief
of
ne
-
gatiever
uit
.

Vooral
keuzemogelijkheden
en
prijsniveau
worden
nega
-
tief
beoordeeld
.

Sfeer
en
bereikbaarheid
worden
minder
positief
be
-
oordeeld
.

Hieruit
valt
af
te
leiden
dat
juist
dit
minder
positieve
en
op
sommige
punten
zelfs
negatieve
beeld
van
Nieuwegein
de
huis
-
houdens
doen
besluiten
zich
in
eerste
instantie
op
een
andere
ge
-
meente
te
richten
en
pas
in
tweede
instantie
op
Nieuwegein
.

Het
be
-
oordelingsbeeld
beïnvloedt
de
koopgerichtheid
dus
negatief
.

Aan
de
huishoudens
die
zich
zowel
in
le
als
in
2e
instantie
niet
op
Nieuwegein
richten
,
is
gevraagd
waarom
zij
niet
in
Nieuwegein
kopen
.

De
redenen
zijn
hierna
weergegeven
.

NB
.

-
H
/
A
.36
-
37
-
Tabel
4.2
:
redenen
van
huishoudens
(
in
%
)
voor
het
niet
kopen
van
duurzame
goederen
in
Nieuwegein
le
reden
(
n
=
356
)
2e
reden
(
n
=
356
)
te
weinig
keuzemogelijkheden
57
21
te
hoog
prijsniveau
27
27
onbekendheid
met
de
winkels
11
2
overige
redenen
5
5
geen
tweede
redenen
opgegeven
—
44
Töö
TÖÖ
bron
:
huishoudensenquête
De
geringe
keuzemogelijkheden
en
het
hoge
prijsniveau
vormen
de
be
-
langrijkste
redenen
.

Deze
twee
items
,
die
ook
door
de
huishoudens
die
zich
in
tweede
instantie
op
Nieuwegein
richten
negatief
beoor
-
deeld
worden
,
spelen
een
centrale
rol
bij
de
aankoop
van
duurzame
goederen
.

Dit
blijkt
uit
de
preferentiestructuur
van
de
huishoudens
.

De
score
voor
keuzemogelijkheden
bedraagt
3,3
;
voor
prijsniveau
ook
3,3
;
voor
bereikbaarheid
en
parkeervoorzieningen
2,6
;
en
voor
sfeer
3,0
.

Ook
hier
blijkt
de
neiging
aanwezig
te
zijn
om
aan
meerdere
items
het
predikaat
"
belangrijk
"
toe
te
kennen
,
maar
aan
keuzemogelijkhe
-
den
,
prijsniveau
en
sfeer
wordt
duidelijk
voorrang
gegeven
.

De
concrete
redenen
maskeren
-
evenals
in
de
vorige
paragraaf
-
de
factoren
die
meer
op
de
achtergrond
een
rol
spelen
en
die
samenhan
-
gen
met
de
specifieke
situatie
van
veel
Nieuwegeinse
huishoudens
.

Dit
blijkt
wanneer
de
in
deze
paragraaf
besproken
groepen
huishou
-
dens
met
elkaar
vergeleken
worden
.

Tabel
4.3
:
koopgerichtheid
van
3
groepen
huishoudens
vestigingsjaar
(
in
X
)
naar
percentage
huishoudens
gericht
op
Nieuwegein
Nieuwegein
andere
primair
secundair
gemeente
(
n
=
62
)
(
n
=
169
)
(
n
=
456
)
voor
1971
65
28
10
1971
-
1974
16
13
11
1975
-
1979
13
37
45
1980
-
1981
6
2
34
TÖÖ
100
TÖÖ
bron
:
huishoudensenquête
De
groep
die
zich
primair
op
Nieuwegein
richt
en
het
meest
positieve
oordeel
over
de
winkelvoorzieningen
heeft
,
blijkt
voornamelijk
uit
autochtone
en
langer
gevestigde
huishoudens
te
bestaan
.

De
groep
die
zich
in
tweede
instantie
op
Nieuwegein
richt
en
een
minder
positief
of
negatief
oordeel
over
de
winkelvoorzieningen
heeft
,
bestaat
zowel
uit
autochtone
als
lang
en
minder
lang
gevestigde
huishoudens
.

De
groep
die
zich
om
eerder
genoemde
redenen
niet
op
Nieuwegein
richt
,
NB
:
H
/
A
.37
-
38
-
bestaat
grotendeels
uit
minder
lang
en
recent
gevestigde
huishou
-
dens
.

Twee
zaken
kunnen
hieruit
worden
afgeleid
.

In
de
eerste
plaats
blijkt
dat
de
achtergrondsituatie
van
de
huishoudens
ook
tot
uit
-
drukking
komt
in
hun
opvatting
over
de
winkelvoorzieningen
en
dat
dit
van
invloed
is
op
de
koopgerichtheid
.

In
de
tweede
plaats
blij
-
ken
de
huishoudens
hun
opvatting
over
de
winkelvoorzieningen
in
po
-
sitieve
zin
te
wijzigen
naarmate
ze
langer
in
de
gemeente
wonen
.

Daarbij
moet
opgemerkt
worden
dat
de
gerichtheid
op
Utrecht
dan
ook
groot
blijft
,
hetgeen
niet
verwonderlijk
is
gezien
het
huidige
voor
-
zieningenniveau
.

Maar
ondanks
dat
gaat
Nieuwegein
wel
meer
functio
-
neren
als
secundair
koopcentrum
.

Resumerend
kan
gesteld
worden
dat
het
gebrek
aan
keuzemogelijkheden
en
het
hoge
prijsniveau
oorzaken
zijn
van
een
sterke
gerichtheid
op
Utrecht
voor
wat
betreft
duurzame
goederen
.

Dit
komt
zowel
in
de
be
-
oordeling
als
in
de
opgegeven
redenen
tot
uitdrukking
.

Daarbij
spe
-
len
ook
factoren
een
rol
,
die
betrekking
hebben
op
de
specifieke
context
van
Nieuwegeinse
huishoudens
.

NB
:
H
/
A
.38
-
39
-
5
.

CONSEQUENTIES
VAN
DE
KOOPGERICHTHEID
VAN
NIEUWEGEINSE
HUISHOUDENS
VOOR
DE
GEREALISEERDE
EN
GEPLANDE
WINKELVOORZIENINGEN
5.1
.

Inleiding
In
de
hoofdstukken
3
en
4
is
gepoogd
enig
inzicht
te
verschaffen
in
het
waar
en
waarom
van
de
koopgerichtheid
van
Nieuwegeinse
huishou
-
dens
.

In
dit
hoofdstuk
wordt
bekeken
hoe
de
koopgerichtheid
zich
in
de
naaste
toekomst
zal
ontwikkelen
en
wat
voor
consequenties
dit
zal
hebben
voor
de
gerealiseerde
en
geplande
winkelcentra
.

De
eerder
vermelde
gegevens
(
met
betrekking
tot
de
huidige
koopgerichtheid
)
vormen
het
uitgangspunt
voor
deze
beschouwing
.

Dit
materiaal
is
ech
-
ter
niet
bijzonder
geschikt
voor
een
cijfermatige
vertaling
naar
de
toekomst
.

Steekproefomvang
en
vraagstelling
waren
hier
niet
primair
voor
bedoeld
.

Dit
neemt
niet
weg
dat
met
het
beoogde
materiaal
een
globale
benadering
van
de
toekomstige
ontwikkeling
mogelijk
is
.

De
berekeningen
hebben
dus
een
zuiver
indicatief
karakter
.
5.2
.

De
ontwikkeling
van
de
koopgerichtheid
met
betrekking
tot
dagelijks
benodigde
goederen
en
de
consequenties
voor
de
winkelvoorzieningen
In
hoofdstuk
3
is
aangegeven
dat
op
dit
moment
23%
van
het
dagelijks
benodigd
goederenpakket
gekocht
wordt
in
een
andere
gemeente
(
m.n
.

Utrecht
)
.

Dit
betekent
dat
er
sprake
is
van
een
relatief
grote
ge
-
richtheid
op
andere
winkelvoorzieningen
.

In
de
hoofdstukken
3
en
4
is
aangetoond
dat
hiervoor
een
combinatie
van
factoren
verantwoorde
-
lijk
is
.

Het
gaat
daarbij
zowel
om
de
feitelijke
kenmerken
van
de
huishoudens
als
hun
houding
ten
aanzien
van
de
winkelvoorzieningen
.

Deze
kenmerken
houden
vooral
verband
met
de
Nieuwegeinse
situatie
.

De
(
betrekkelijk
)
recente
vestiging
van
veel
huishoudens
en
de
na
-
bije
ligging
van
een
gemeente
met
aantrekkelijke
voorzieningen
,
die
tevens
voor
een
groot
aantal
huishoudens
de
vorige
woongemeente
is
,
beïnvloedt
de
koopgerichtheid
op
deze
gemeente
.

Ook
de
woon-werk
-
relaties
oefenen
hierop
invloed
uit
.

Dit
blijkt
wel
uit
het
feit
dat
12%
van
de
huishoudens
het
werk
in
een
andere
gemeente
als
reden
op
geeft
om
elders
dagelijks
benodigde
goederen
te
kopen
.

Daarnaast
spelen
ook
meer
praktische
motieven
mee
,
zoals
een
(
te
)
hoog
prijs
-
niveau
en
(
te
)
weinig
keuzemogelijkheden
.

Dit
komt
zowel
in
de
be
-
oordeling
als
in
de
opgegeven
redenen
tot
uitdrukking
.

Voor
een
deel
is
de
koopgerichtheid
ook
toe
te
schrijven
aan
het
huidige
,
onvolledige
distributieve
apparaat
.

Thans
bevinden
zich
in
de
gemeente
alleen
winkelvoorzieningen
op
wijk
-
en
buurtniveau
.

Hier
wordt
77%
van
het
dagelijks
benodigd
goederenpakket
gekocht
.

Het
is
de
vraag
hoe
de
koopgerichtheid
zich
in
de
toekomst
zal
ont
-
wikkelen
.

Om
hierover
iets
te
kunnen
zeggen
moet
eerst
bekeken
wor
-
den
welke
veranderingen
zich
in
de
naaste
toekomst
zullen
voordoen
.

Tot
1986
is
er
sprake
van
een
aanzienlijke
bevolkingstoename
.

Daarna
zal
Nieuwegein
nog
maar
zeer
langzaam
groeien
.

De
eerstkomende
jaren
zal
daarom
nog
rekening
gehouden
moeten
worden
met
een
groep
huis
-
houdens
,
die
een
afwijkende
oriëntatie
heeft
.

De
overige
huishou
-
dens
,
die
verhoudingsgewijs
gezien
een
steeds
groter
wordende
groep
vormen
,
zullen
,
naarmate
de
woonduur
toeneemt
,
zich
meer
op
Nieuwe
-
NB
:
H
/
A
.39
-
40
-
gein
richten
.

Alleen
de
afwijkende
koopgerichtheid
die
verband
houdt
met
de
werksituatie
zal
zich
in
de
toekomst
continueren
.

In
het
algemeen
kan
dus
gesteld
worden
dat
een
relatief
steeds
gro
-
ter
wordende
groep
huishoudens
zich
meer
op
Nieuwegein
zal
richten
voor
wat
betreft
dagelijks
benodigde
goederen
.

Een
tweede
ontwikkeling
is
de
uitbreiding
van
winkelvoorzieningen
.

Met
name
in
het
toekomstige
hoofdwinkelcentrum
(
Stadscentrum
)
zullen
voorzieningen
komen
,
waaraan
-
blijkens
de
reacties
-
nog
behoefte
is
;
namelijk
winkels
met
een
uitgebreid
assortiment
tegen
relatief
lage
prijzen
.

In
dit
opzicht
werken
de
ontwikkelingen
complementair
.

Enerzijds
zullen
de
huishoudens
zich
meer
op
Nieuwegein
richten
en
anderzijds
worden
de
voorzieningen
gecreëerd
die
daartoe
een
nood
-
zakelijke
voorwaarde
vormen
.

Het
is
daarom
te
verwachten
dat
in
de
toekomst
een
verschuiving
in
koopgerichtheid
zal
optreden
ten
gunste
van
Nieuwegein
.

Nu
kopen
de
Nieuwegeinse
huishoudens
gezamenlijk
nog
23%
van
hun
da
-
gelijks
benodigde
goederen
in
een
andere
gemeente
,
zo
blijkt
uit
de
resultaten
.

Wanneer
de
koopgerichtheid
gezien
wordt
als
een
indica
-
tor
voor
de
koopkrachtbinding
,
dan
bedraagt
de
huidige
koopkrachtaf
-
vloeiïng
ook
23%
.

Het
is
de
vraag
met
welk
een
percentage
dit
in
de
toekomst
zal
verminderen
.

Uit
de
eerder
geschetste
ontwikkeling
valt
op
te
maken
dat
alleen
huishoudens
,
die
vanwege
hun
werksituatie
da
-
gelijks
benodigde
goederen
kopen
in
een
andere
gemeente
,
hun
gedrag
zullen
continueren
.

Aangenomen
wordt
dat
deze
12%
ook
in
de
toekomst
ongeveer
de
helft
van
de
bestedingen
aan
dagelijks
benodigde
goede
-
ren
in
een
andere
gemeente
zal
verrichten
.

De
overige
35%
,
die
nu
nog
in
een
andere
gemeente
koopt
,
zal
zich
in
de
toekomst
in
belang
-
rijke
mate
op
Nieuwegein
richten
.

Van
hen
wordt
aangenomen
dat
zij
alleen
nog
incidenteel
dagelijks
benodigde
goederen
in
een
andere
gemeente
zullen
kopen
en
dat
zij
gemiddeld
1
/
10
van
de
bestedingen
aan
dagelijks
benodigde
goederen
in
een
andere
gemeente
zullen
doen
.

Daarmee
komt
de
toekomstige
koopkrachtafvloeiïng
,
bij
gelijkblijven
-
de
koopkracht
en
bevolkingsomvang
,
op
:
12%
x
0,5
deel
van
de
beste
-
dingen
+
35%
x
0,1
deel
=
9,5%
.

Maar
omdat
de
bevolking
toeneemt
,
zal
zich
ook
een
volumestijging
van
de
koopkracht
voor
dagelijks
benodigde
goederen
voordoen
.

Deze
stijging
bedraagt
ongeveer
28%
.

Hiervan
zal
3%
(
9,5%
van
28%
)
af
-
vloeien
naar
andere
gemeenten
.

Dit
brengt
de
toekomstige
koopkracht
-
afvloeiïng
op
12,5%
.

Dit
is
in
grote
lijnen
in
overeenstemming
met
het
C.I.M.K
.

(
C.I.M.K
.
,
1977
,
p
.22
)
,
die
uitgaat
van
een
toekomstige
koopkrachtafvloeiïng
van
11%
.

Bezien
ten
opzichte
van
de
huidige
si
-
tuatie
zal
de
koopkrachtafvloeiïng
voor
dagelijks
benodigde
goederen
dus
verminderen
met
10,5%
;
van
23
naar
12,5%
.

Doordat
de
distributieve
structuur
in
de
toekomst
verder
uitgebouwd
en
voltooid
zal
worden
,
zullen
zich
ook
binnen
Nieuwegein
verschui
-
vingen
in
koopgerichtheid
(
en
daarmee
in
koopkrachtbinding
)
voor
-
doen
.

Met
name
het
toekomstige
hoofdwinkelcentrum
zal
in
deze
nieuwe
structuur
domineren
.

Volgens
de
voorspellingen
van
het
C.I.M.K
.

(
C.I.M.K
.
,
1977
,
p
.22
)
zal
het
Stadscentrum
42%
van
de
koopkracht
voor
dagelijks
benodigde
goederen
aan
zich
binden
.

Het
C.I.M.K
.

geeft
echter
niet
aan
hoe
het
aan
dit
percentage
komt
en
het
is
dus
de
vraag
of
dit
een
redelijk
uitgangspunt
is
.

Om
dit
enigszins
te
kunnen
beoordelen
wordt
gekeken
naar
winkelcen
-
trum
Overvecht
in
Utrecht-Overvecht
.

De
opzet
van
het
toekomstige
Stadscentrum
komt
overeen
met
de
structuur
van
dit
winkelcentrum
.

Het
Stadscentrum
zal
alleen
qua
omvang
groter
zijn
(
Overvecht
:
3426
NB
.

-
H
/
A
.40
-
41
-
m2
verkoopvloeroppervlak
voor
dagelijks
benodigde
goederen
;
Stads
-
centrum
,
gepland
:
5400
m2
)
.

Winkelcentrum
Overvecht
bindt
36%
van
de
koopkracht
voor
dagelijks
benodigde
goederen
(
uit
het
stadsdeel
Overvecht
)
aan
zich
(
E.I.M
.
,
1981
,
p
.30
)
.

Vanzelfsprekend
mag
dit
percentage
niet
rechtstreeks
vergeleken
worden
met
het
C.I.M.K
.

-
per
-
centage
voor
het
toekomstige
Stadscentrum
,
omdat
de
overige
omstan
-
digheden
(
bevolkingsomvang
en
-
opbouw
;
ruimtelijke
en
distributieve
structuur
)
verschillend
zijn
.

Het
is
echter
wel
een
indicatie
,
waar
-
uit
afgeleid
kan
worden
dat
het
C.I.M.K
.

-
percentage
niet
onredelijk
is
.

Mede
gelet
op
de
centrale
functie
,
die
het
toekomstig
Stadscen
-
trum
binnen
de
distributieve
structuur
van
Nieuwegein
zal
gaan
inne
-
men
,
en
op
de
omvang
van
het
centrum
,
mag
dan
ook
worden
aangenomen
dat
het
Stadscentrum
in
de
toekomst
42%
van
de
koopkracht
voor
dage
-
lijks
benodigde
goederen
aan
zich
zal
binden
.

Met
dit
percentage
als
uitgangspunt
voor
de
interne
verdeling
van
de
koopkracht
kunnen
de
consequenties
voor
de
overige
voorzieningen
worden
aangegeven
.

Bij
een
toekomstige
koopkracht
voor
dagelijks
be
-
nodigde
goederen
van
100%
zal
,
zoals
reeds
eerder
berekend
is
,
12,5%
afvloeien
naar
andere
gemeenten
en
zal
87,5%
ten
goede
komen
aan
de
winkelvoorzieningen
in
Nieuwegein
.

Van
deze
87,5%
zal
42%
naar
het
Stadscentrum
vloeien
.

Het
resterende
deel
,
45,5%
,
zal
ten
goede
ko
-
men
aan
de
wijk
-
en
buurtvoorzieningen
.

Ten
opzichte
van
de
huidige
situatie
(
met
een
koopkrachtbinding
van
77%
op
dit
niveau
)
zou
dit
een
vermindering
betekenen
van
31,5%
.

Maar
ook
hier
is
de
huidige
situatie
niet
helemaal
vergelijkbaar
met
de
toekomstige
situatie
en
moet
een
correctie
worden
toegepast
in
verband
met
de
volumestijging
van
de
koopkracht
.

Van
de
stijging
van
28%
komt
13%
(
45,5%
van
28%
)
ten
goede
aan
de
winkelvoorzieningen
op
wijk
-
en
buurtniveau
.

De
werkelijke
teruggang
in
koopkrachtbinding
op
dit
niveau
komt
dan
uit
op
31,5
-
13
=
18,5%
.

Daar
staat
tegen
-
over
dat
ook
de
voorzieningen
op
wijk
-
en
buurtniveau
nog
uitbreid
zullen
worden
.

Twee
centra
,
een
buurt
-
en
een
wijkcentrum
,
zullen
nog
gerealiseerd
worden
.

Het
is
duidelijk
dat
deze
uitbreiding
el
-
ders
zal
leiden
tot
een
sterkere
inkrimping
van
de
koopkrachtbin
-
ding
.

Het
is
de
vraag
waar
zich
in
de
toekomst
problemen
zullen
voordoen
als
gevolg
van
deze
teruggang
.

In
de
eerste
plaats
zullen
die
centra
een
teruggang
ondervinden
die
nu
nog
kunnen
bogen
op
een
stuk
on
-
eigenlijke
binding
.

Omdat
Fokkesteeg
en
Batau-Noord
nog
geen
eigen
centra
hebben
,
richten
de
huishoudens
zich
nog
op
Hoog-Zandveld
en
de
Gaarde
.

Dit
zal
in
de
toekomst
veranderen
.

In
de
tweede
plaats
zullen
de
winkelgebieden
en
-
centra
in
de
oude
kernen
een
teruggang
ondervinden
.

Met
name
de
winkelvoorzieningen
in
Jutphaas
zullen
een
forse
teruggang
ondervinden
,
omdat
:
a
.
deze
voorzieningen
onder
het
directe
verzorgingsbereik
van
het
hoofdwinkelcentrum
komen
te
lig
-
gen
;
b
.
deze
voorzieningen
thans
nog
een
soort
van
centrumfunctie
vervullen
voor
de
nieuwbouwwijken
van
Nieuwegein-Noord
.

Deze
func
-
tie
,
die
een
stuk
koopkrachtbinding
oplevert
,
zal
in
de
toekomst
ten
goede
komen
aan
het
hoofdwinkelcentrum
.

Dit
laatste
geldt
ook
-
zij
het
in
mindere
mate
-
voor
de
winkelvoorzieningen
in
Vreeswijk
ten
aanzien
van
Nieuwegein-Zuid
.

Hieruit
blijkt
dat
in
de
toekomst
een
onevenwichtige
situatie
kan
ontstaan
ten
aanzien
van
de
winkelvoorzieningen
met
betrekking
tot
dagelijks
benodigde
goederen
.

Met
name
winkelvoorzieningen
in
de
oude
kernen
zullen
in
een
sterk
nadelige
positie
komen
te
verkeren
.

De
gemeente
heeft
de
ondernemers
in
deze
kernen
hierop
al
geatten
-
deerd
.

NB
:
H
/
A
.41
-
42
-
5.3
.

De
ontwikkeling
van
de
koopgerichtheid
met
betrekking
tot
duurzame
goederen
en
de
consequenties
voor
de
winkelvoorzieningen
De
koopgerichtheid
op
Nieuwegein
voor
wat
betreft
duurzame
goederen
is
gering
.

Dit
is
in
hoofdstuk
3
vastgesteld
.

Deze
koopgerichtheid
vormt
hier
het
uitgangspunt
voor
de
berekening
van
de
koopkrachtbin
-
ding
aan
Nieuwegein
.

Uit
de
verzamelde
gegevens
blijkt
dat
slechts
11%
van
de
huishoudens
zich
primair
op
Nieuwegein
richt
voor
wat
be
-
treft
de
aankoop
van
duurzame
goederen
.

Aangenomen
wordt
dat
zij
voornamelijk
hier
hun
duurzame
goederen
kopen
en
dat
3
/
4
van
de
be
-
stedingen
van
deze
groep
ten
goede
komt
aan
de
winkelvoorzieningen
in
Nieuwegein
.

Verder
blijkt
dat
29%
van
de
huishoudens
zich
secon
-
dair
op
Nieuwegein
richt
.

Aangenomen
wordt
dat
zij
hier
een
klein
deel
van
het
duurzame
goederenpakket
kopen
en
dat
1
/
4
van
de
beste
-
dingen
aan
duurzame
goederen
van
deze
groep
ten
goede
komt
aan
de
eigen
winkelvoorzieningen
.

Ten
aanzien
van
de
overige
huishoudens
(
60%
)
wordt
aangenomen
dat
zij
alleen
incidenteel
iets
kopen
in
Nieuwegein
en
dat
1
/
10
van
de
bestedingen
aan
duurzame
goederen
van
deze
groep
ten
goede
komt
aan
de
winkelvoorzieningen
in
Nieuwegein
.

De
totale
koopkrachtbinding
aan
Nieuwegein
voor
duurzame
goederen
komt
dan
op
:
11%
x
0,75
deel
van
de
bestedingen
+
29%
x
0,25
deel
+
60%
x
0,10
deel
=
21%
.

De
overige
79%
vloeit
af
naar
andere
gemeen
-
ten
(
m.n
.

Utrecht
)
.

In
de
hoofdstukken
3
en
4
is
aangegeven
waarom
de
gerichtheid
op
an
-
dere
gemeenten
deze
omvang
heeft
.

In
de
eerste
plaats
hangt
dit
sa
-
men
met
een
gebrek
aan
voorzieningen
van
deze
aard
.

De
bestaande
voorzieningen
worden
als
onvoldoende
en
onaantrekkelijk
ervaren
.

Vooral
het
gebrek
aan
keuzemogelijkheden
en
het
(
te
)
hoge
prijsni
-
veau
spelen
hierbij
een
rol
.

Dit
komt
zowel
in
de
beoordeling
als
in
de
opgegeven
redenen
om
elders
te
kopen
naar
voren
.

Daarnaast
beïn
-
vloeden
woonduur
,
herkomst
en
werkkring
de
gerichtheid
op
Utrecht
.

Om
te
kunnen
bepalen
of
deze
situatie
in
de
naaste
toekomst
veran
-
dert
,
moet
eerst
bekeken
worden
welke
relevante
ontwikkelingen
zich
zullen
voordoen
.

In
de
eerste
plaats
zal
het
huidige
gebrek
aan
voorzieningen
in
de
nabije
toekomst
worden
opgeheven
.

Met
de
reali
-
satie
van
wijkcentrum
Batau
en
het
hoofdwinkelcentrum
zal
het
win
-
kel-areaal
voor
duurzame
goederen
aanzienlijk
worden
uitgebreid
.

In
de
tweede
plaats
zal
met
het
toenemen
van
de
woonduur
de
gerichtheid
op
Nieuwegein
groter
worden
.

Tot
1986
is
er
nog
sprake
van
een
aan
-
zienlijke
bevolkingstoename
,
maar
daarna
zal
de
gemeente
